Закон;Номер жалобы;Ссылка на жалобу;Статус;Решение;Предписание;Орган контроля;Заказчик;Заказчик ссылка;Лицо, подавшее жалобу;Поступление жалобы;Рассмотрение жалобы;Дата обновления;Извещение;Описание закупки;Идентификационный код закупки (ИКЗ);Решение документ
44-ФЗ (94-ФЗ);№ 202100148710005353;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166542;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО КРАСНОДАРСКОМУ КРАЮ;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""ЧЕРНОМОРЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=678506;"ООО ""ЕЛЕЦГЕОИЗЫСКАНИЯ""";18.11.2021;25.11.2021 10:00;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0318100051221000056;Осуществление строительного контроля при выполнении работ  по объекту: «Капитальный ремонт автомобильной дороги А-146 Краснодар - Верхнебаканский на участке км 28+690 - км 35+000, Краснодарский край»;211232010032923190100100890017112243;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1365387
44-ФЗ (94-ФЗ);№ 202100113678000594;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166532;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО ТОМСКОЙ ОБЛАСТИ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТР ГИГИЕНЫ И ЭПИДЕМИОЛОГИИ № 81 ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=621161;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНОЛИТ""";17.11.2021;24.11.2021 11:00;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0365100011821000028;Капитальный ремонт крыши здания промышленно-санитарной лаборатории и корпуса особо опасных инфекций по адресу: Томская область, г. Северск, ул. Лесная, 17а;211702401674070240100100270024391243;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1365553
44-ФЗ (94-ФЗ);№ 202100146382002586;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166531;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ НОВОУРАЛЬСКОГО ГОРОДСКОГО ОКРУГА ""ВОДОГРЕЙНАЯ КОТЕЛЬНАЯ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=1597638;"ООО АУДИТОРСКАЯ КОМПАНИЯ ""БИЗНЕС-АКТИВ""";17.11.2021;23.11.2021 09:00;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0562300002421000001;Услуги по проведению финансового аудита;213662901298966820100100010016920244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1364305
44-ФЗ (94-ФЗ);№ 202100170549001868;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166530;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РЕСПУБЛИКЕ БАШКОРТОСТАН;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН ЯНАУЛЬСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=776126;ООО «ТАНДЕМ»;16.11.2021;22.11.2021 11:30;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0301200034721000206;Закупка средств дезинфицирующих  для нужд ГБУЗ РБ Янаульская ЦРБ;212027100156902710100105440012020244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1362634
44-ФЗ (94-ФЗ);№ 202100170549001867;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166522;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РЕСПУБЛИКЕ БАШКОРТОСТАН;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОРГАНИЗАЦИИ И ПРОВЕДЕНИЯ КОНКУРСНЫХ ПРОЦЕДУР"" ГОРОДСКОГО ОКРУГА ГОРОД УФА РЕСПУБЛИКИ БАШКОРТОСТАН";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=646064;ООО РМА;17.11.2021;22.11.2021 10:00;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0301300247621001177;Оказание услуг по дежурству линейной врачебной бригады скорой медицинской помощи во время проведения спортивных и культурно-массовых мероприятий;213027609728602760100102090018690244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1363155
44-ФЗ (94-ФЗ);№ 202100116297002930;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166482;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО СТАВРОПОЛЬСКОМУ КРАЮ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""СОВЕТСКАЯ РАЙОННАЯ БОЛЬНИЦА""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=620643;ООО «Адванта»;17.11.2021;24.11.2021 11:00;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0321300114821000241;поставка изделий медицинского назначения;212261900927426190100101000060000244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1362898
44-ФЗ (94-ФЗ);№ 202100132489011582;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166472;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО Г. МОСКВЕ;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""ЭКОТЕХПРОМ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=1539063;ООО «Йодобром»;17.11.2021;23.11.2021 10:45;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0573200008321000132;Поставка твердых противогололедных реагентов для нужд обособленных подразделений (филиалов) ГУП «Экотехпром»;212770604331277060100101760010000000;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1363765
44-ФЗ (94-ФЗ);№ 202100148710005347;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166478;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО КРАСНОДАРСКОМУ КРАЮ;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЦЕНТР РЕАБИЛИТАЦИИ ФОНДА СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ""КРИСТАЛЛ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=794449;"ООО ""ТД ""РТИ""";17.11.2021;24.11.2021 12:00;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0218100005521000251;Поставка расходных материалов (мешки для мусора, пакеты для фасовки, пленка полиэтиленовая);211230103994323010100100152500000244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1365334
44-ФЗ (94-ФЗ);№ 202100152247001438;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166470;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО КЕМЕРОВСКОЙ ОБЛАСТИ;МИНИСТЕРСТВО ОБРАЗОВАНИЯ КУЗБАССА;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=631659;ИП Абрамова Е.К.;16.11.2021;23.11.2021 14:20;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0139200000121012426;Поставка оборудования для образовательной организации;212420512300042050100100730050000242;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1363027
44-ФЗ (94-ФЗ);№ 202100152247001436;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166465;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО КЕМЕРОВСКОЙ ОБЛАСТИ;КОМИТЕТ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ ЧЕБУЛИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=1366712;ооо стигматранс;18.11.2021;24.11.2021 13:40;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0839300000621000004;проведение капитального ремонта фасада нежилого здания по адресу: Кемеровская область, пгт. Верх-Чебула, ул. Мира, 16;213424400140842130100100050014399243;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1364869
44-ФЗ (94-ФЗ);№ 202100152247001435;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166463;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО КЕМЕРОВСКОЙ ОБЛАСТИ;МИНИСТЕРСТВО СТРОИТЕЛЬСТВА КУЗБАССА;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=692156;ооо партнер;18.11.2021;24.11.2021 14:00;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0139200003221000054;"Выполнение работ по капитальному ремонту объекта: ""Здание медицинского назначения для размещения поликлиники №3 и детской поликлиники №4 по адресу: Кемеровская область - Кузбасс г. Киселевск, ул. Чумова, д.23""";212420514299842050100101970560000243;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1364593
44-ФЗ (94-ФЗ);№ 202100169240000542;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166458;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО ТЮМЕНСКОЙ ОБЛАСТИ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ТЮМЕНСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 1""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=703851;"ООО ""РБ ТРЕЙД""";16.11.2021;23.11.2021 15:00;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0167200003421006757;поставка лекарственного препарата для медицинского применения Этанерцепт;212720300024972030100113950012120244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1364223
44-ФЗ (94-ФЗ);№ 202100127671001174;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166457;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО АЛТАЙСКОМУ КРАЮ;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК АЛТАЙСКОГО КРАЯ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2061272;"ООО ""Акафарм""";17.11.2021;24.11.2021 05:00;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0817200000321015712;Поставка лекарственных препаратов для медицинского применения, изготовленных в аптеке;212222301325422230100104140010000244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1364922
44-ФЗ (94-ФЗ);№ 202100132976000751;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166438;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РЕСПУБЛИКЕ ХАКАСИЯ;ГОСУДАРСТВЕННЫЙ КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК РЕСПУБЛИКИ ХАКАСИЯ;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=670368;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТОУН""";16.11.2021;19.11.2021 10:00;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0380200000121005908;Поставка сервера;212190110795319010100100060010000242;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1361874
44-ФЗ (94-ФЗ);№ 202100136104000622;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166428;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО КАМЧАТСКОМУ КРАЮ;АДМИНИСТРАЦИЯ НОВОАВАЧИНСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ЕЛИЗОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА В КАМЧАТСКОМ КРАЕ;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=653773;"ООО ""Монолит""";16.11.2021;23.11.2021 10:00;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0138300001821000006;Ремонт дорог по улицам Ольховая, Цветочная, Брусничная в пос. Новый;213410502986141050100100110014211244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1363726
44-ФЗ (94-ФЗ);№ 202100136104000621;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166429;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО КАМЧАТСКОМУ КРАЮ;АДМИНИСТРАЦИЯ НОВОАВАЧИНСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ЕЛИЗОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА В КАМЧАТСКОМ КРАЕ;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=653773;ИП Меньшиков Р.А.;17.11.2021;23.11.2021 10:00;18.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0138300001821000006;Ремонт дорог по улицам Ольховая, Цветочная, Брусничная в пос. Новый;213410502986141050100100110014211244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1363728
44-ФЗ (94-ФЗ);№ 202100132489011566;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166401;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО Г. МОСКВЕ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКАЯ ГОСУДАРСТВЕННАЯ АКАДЕМИЯ ХОРЕОГРАФИИ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=666871;ООО «МД-Консалтинг»;16.11.2021;22.11.2021 11:15;17.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0373100041421000005;Услуги по соблюдению санитарно-гигиенических норм в здании и на прилегающей территории  МГАХ в 2022 г.;211770414588777040100100150018121244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1363499
44-ФЗ (94-ФЗ);№ 202100113223003039;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166398;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РОСТОВСКОЙ ОБЛАСТИ;УПРАВЛЕНИЕ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ И ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ ГОРОДА РОСТОВА-НА-ДОНУ;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=642935;Муханько Е.М.;15.11.2021;22.11.2021 12:20;17.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0358300132821000087;Закупка материалов для проведения технического обслуживания автомобилей;213616104499461610100101650010000244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1363528
44-ФЗ (94-ФЗ);№ 202100141185001040;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166395;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО ЯРОСЛАВСКОЙ ОБЛАСТИ;ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЯРОСЛАВСКОЙ ОБЛАСТИ;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=779985;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРИТЕТ""";15.11.2021;19.11.2021 14:00;17.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0171200001921002447;Поставка медицинского изделия (система ультразвуковой визуализации универсальная), ввод в эксплуатацию медицинских изделий, обучение правилам эксплуатации специалистов, эксплуатирующих медицинские изделия.;212761003760776100100101690012660244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1363590
44-ФЗ (94-ФЗ);№ 202100100161005802;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166364;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО МОСКОВСКОЙ ОБЛАСТИ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""МНОГОФУНКЦИОНАЛЬНЫЙ КОМПЛЕКС МИНИСТЕРСТВА ФИНАНСОВ РОССИЙСКОЙ ФЕДЕРАЦИИ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=689621;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРНОЕ РЕШЕНИЕ""";17.11.2021;23.11.2021 12:30;17.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0348100026521000183;Электрополомойки;211500906786650090100102830010000244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1365390
44-ФЗ (94-ФЗ);№ 202100116297002922;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166344;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО СТАВРОПОЛЬСКОМУ КРАЮ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""2 ВОЕННЫЙ КЛИНИЧЕСКИЙ ГОСПИТАЛЬ ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ РОССИЙСКОЙ ФЕДЕРАЦИИ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=704276;ООО «ЮУРЦС»;16.11.2021;23.11.2021 12:00;17.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0321100022121000054;Поставка электрокардиографов;211071103903726320100100880012660244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1361820
44-ФЗ (94-ФЗ);№ 202100116297002921;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166343;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО СТАВРОПОЛЬСКОМУ КРАЮ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""СЕВЕРО-КАВКАЗСКИЙ ФЕДЕРАЛЬНЫЙ НАУЧНЫЙ АГРАРНЫЙ ЦЕНТР""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=643466;ИП Меньшиков Р.А.;16.11.2021;23.11.2021 11:30;17.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0321100002921000008;Выполнение работ по капитальному ремонту на объектах Заказчика;211262300099726230100100240014332243;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1361398
44-ФЗ (94-ФЗ);№ 202100105694001209;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166338;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО ЛИПЕЦКОЙ ОБЛАСТИ;АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ НОВОДЕРЕВЕНСКИЙ СЕЛЬСОВЕТ ЛИПЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛИПЕЦКОЙ ОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=616565;Индивидуальный предприниматель Меньшиков Роман Анатольевич;16.11.2021;23.11.2021 10:00;17.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0846600001721000062;Выполнение работ по созданию сквера в д. Новая Деревня ул. Советская;213481300078048130100100070014399244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1363203
44-ФЗ (94-ФЗ);№ 202100107476001471;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166337;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО САРАТОВСКОЙ ОБЛАСТИ;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САРАТОВСКОЙ ОБЛАСТИ ""ВОЛЬСКАЯ РАЙОННАЯ БОЛЬНИЦА""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=646066;Меньшиков Роман Анатольевич;16.11.2021;22.11.2021 11:15;17.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0360300031121000165;"Капитальный ремонт мягкой кровли Терсинской участковой больницы ГУЗ СО ""Вольская РБ"" по адресу: Саратовская область,Вольский район,с. Терса, ул. Советская, 62А";212644100248264410100101080014391244;
44-ФЗ (94-ФЗ);№ 202100113223003026;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166330;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РОСТОВСКОЙ ОБЛАСТИ;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА №1 ГОРОДА РОСТОВА-НА-ДОНУ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=741009;"ООО МПП ""Континент""";16.11.2021;23.11.2021 12:20;17.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0358300395221000043;"Выполнение работ по техническому обслуживанию абонентского комплекса ОКО-3 для нужд МБУЗ "" Городская поликлиника №1 г. Ростова-на-Дону"" в 2022 году.";213616601753961660100100590013312244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1363815
44-ФЗ (94-ФЗ);№ 202100113223003024;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2166326;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РОСТОВСКОЙ ОБЛАСТИ;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМ ЗАКАЗОМ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=1601621;"ООО ""Кременд""";16.11.2021;23.11.2021 11:40;17.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0358300434921000038;Капитальный ремонт системы водоотведения по ул. Октябрьской и прилегающей площади в г. Красный Сулин;213614855709861480100100380014322244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1364247
